App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
Adult Dating - AdultFinder,DATING,-1.5849783497453287,-0.15896396734229967,-0.355593415443622,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"February 1, 2017",1.5,4.1 and up,Free,Good,High,Small
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,-0.1297170235221176,-0.15861354723482918,0.036136142825553566,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up,Free,Excellent,Medium,Large
"Meet24 - Love, Chat, Singles",DATING,0.05219064225578477,-0.12714513336118272,-0.31241892111825587,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up,Free,Excellent,High,Small
BBWCupid - BBW Dating App,DATING,-1.2211630181895254,-0.15974395317889517,-0.3661237799132235,-0.16788830233865984,Free,-0.06305416804317218,Mature 17+,Dating,"June 1, 2018",2.2.0.1748,5.0 and up,Free,Good,Medium,Small
ChatVideo Meet new people,DATING,0.05219064225578477,-0.12318498468346799,-0.1850015110360778,-0.06098633625448016,Free,-0.06305416804317218,Mature 17+,Dating,"May 31, 2018",3.0.15,4.0 and up,Free,Excellent,High,Medium
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,0.41600597381158794,-0.15535825340503792,-0.23765333338408526,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"April 29, 2018",2.4.0,4.1 and up,Free,Excellent,High,Medium
Black White Interracial Dating - Interracial Match,DATING,-0.1297170235221176,-0.15957533859363116,-0.10075859527926584,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up,Free,Excellent,Medium,Medium
"USA Singles Meet, Match and Date Free - Date",DATING,0.05219064225578477,-0.15696640067401865,-0.29451730151993327,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"August 3, 2018",1.55,4.1 and up,Free,Excellent,Medium,Small
FlirtChat - ♥Free Dating/Flirting App♥,DATING,0.23409830803368553,-0.1584885200933749,-0.25871406232328825,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up,Free,Excellent,High,Medium
The League,DATING,-2.1307013470790324,-0.15940213585638716,-0.2966233744138536,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 16, 2018",1.15.0,4.4 and up,Free,Average,Medium,Small
"Herpes Dating: 1,000K+ Singles",DATING,-0.3116246893000184,-0.15945891423713932,-0.11128895974886734,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 and up,Free,Good,Medium,Medium
Heart mill,DATING,-1.5849783497453287,-0.15722620477988467,0.07825760070395954,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"August 4, 2018",5.2.14,5.0 and up,Free,Good,Medium,Large
95Live -SG#1 Live Streaming App,DATING,-0.1297170235221176,-0.15704153166269072,-0.23765333338408526,-0.14737176339321123,Free,-0.06305416804317218,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up,Free,Excellent,High,Medium
Mutual - LDS Dating,DATING,-0.8573476866337223,-0.15905687741989413,0.00454504941674909,-0.16788830233865984,Free,-0.06305416804317218,Mature 17+,Dating,"July 30, 2018",1.1.46,4.2 and up,Free,Good,Medium,Large
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,-0.49353235507792,-0.1589387325064098,-0.06916750187046136,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up,Free,Good,High,Large
stranger chat - anonymous chat,DATING,-1.2211630181895254,-0.15230942641434544,-0.3313735771635385,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up,Free,Good,High,Small
Millionaire Match: Rich Singles Dating App,DATING,-0.49353235507792,-0.15939295955242722,-0.11128895974886734,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up,Free,Good,Medium,Medium
2RedBeans,DATING,-0.3116246893000184,-0.1596888953551355,-0.058637137400859865,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 31, 2018",2.8.0,4.3 and up,Free,Good,Medium,Large
Dating for 50 plus Mature Singles – FINALLY,DATING,0.7798213053673895,-0.15239832185895744,-0.25871406232328825,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,Free,Excellent,High,Medium
"SweetRing - Meet, Match, Date",DATING,-0.3116246893000184,-0.13023238612470744,0.2678041611567864,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",3.0.0,4.0.3 and up,Free,Good,High,Large
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,-0.1297170235221176,-0.15935281322260245,0.06772723623435804,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"August 2, 2018",3.4.1.1,4.1 and up,Free,Excellent,Medium,Large
SilverSingles: The 50+ Dating App,DATING,-1.5849783497453287,-0.1597967169266649,-0.22712296891448375,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up,Free,Good,Medium,Medium
Herpes Positive Singles Dating,DATING,0.41600597381158794,-0.15976861449578755,-0.10075859527926584,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"May 18, 2018",5.5.7,4.1 and up,Free,Excellent,Medium,Medium
"FastMeet: Chat, Dating, Love",DATING,0.05219064225578477,-0.14695218545872876,-0.33347965005745883,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up,Free,Excellent,High,Small
Christian Dating For Free App,DATING,-0.49353235507792,-0.15487936504212818,-0.25871406232328825,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up,Free,Good,High,Medium
Glam - Premium Dating App,DATING,0.23409830803368553,-0.14659373608529333,-0.3008355202016942,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 25, 2018",1.5.4.0,4.1 and up,Free,Excellent,High,Small
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,-1.403070683967427,-0.15191599238206271,-0.1850015110360778,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"June 19, 2018",4.9.2 (Oasis),4.2 and up,Free,Good,High,Medium
"Meet24 - Love, Chat, Singles",DATING,0.05219064225578477,-0.1271439863231877,-0.31241892111825587,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up,Free,Excellent,High,Small
Black White Interracial Dating - Interracial Match,DATING,-0.1297170235221176,-0.15957419155563615,-0.10075859527926584,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up,Free,Excellent,Medium,Medium
JustDating,DATING,-0.3116246893000184,-0.15217407593093624,0.12037905858236551,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"August 3, 2018",3.10.5,4.0.3 and up,Free,Good,High,Large
Interracial Match Dating App,DATING,-1.039255352411624,-0.15980015804064987,-0.11128895974886734,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 23, 2018",2.2.7,4.1 and up,Free,Good,Medium,Medium
Russian Dating & Chat for Russian speaking RusDate,DATING,0.05219064225578477,-0.15927481463894289,-0.20606223997528075,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up,Free,Excellent,Medium,Medium
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,-1.2211630181895254,-0.15936944527352984,-0.24818369785368674,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 17, 2018",3.1.3,4.1 and up,Free,Good,Medium,Medium
Sweet mi - unlimited hunnam hunting blind date,DATING,-0.3116246893000184,-0.15633151514378982,-0.11128895974886734,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 12, 2018",0.0.73,4.1 and up,Free,Good,High,Medium
Mingle - Online Dating App to Chat & Meet People,DATING,-0.1297170235221176,-0.15123293125604415,0.00454504941674909,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",4.7.6,4.1 and up,Free,Excellent,High,Large
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,0.41600597381158794,-0.1597571441158376,-0.11128895974886734,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up,Free,Excellent,Medium,Medium
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,0.41600597381158794,-0.13969143495042055,-0.3197901762469769,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up,Free,Excellent,High,Small
Hitwe - meet people and chat,DATING,0.05219064225578477,-0.019972211817971736,-0.17447114656647628,0.04699544766893367,Free,-0.06305416804317218,Mature 17+,Dating,"May 10, 2018",4.3.2,4.1 and up,Free,Excellent,High,Medium
A hundred,DATING,-0.1297170235221176,-0.15974682077388266,-0.30294159309561447,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"March 29, 2018",3.9.2,4.0.3 and up,Free,Excellent,Medium,Small
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,0.05219064225578477,-0.15692740138218889,0.00454504941674909,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",3.6.3,4.1 and up,Free,Excellent,Medium,Large
WannaMeet – Dating & Chat App,DATING,-0.1297170235221176,-0.15603902045506648,-0.2797747912624912,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"June 29, 2018",5.16.2,4.0.3 and up,Free,Excellent,High,Medium
"Meet4U - Chat, Love, Singles!",DATING,0.05219064225578477,-0.13691904411652148,-0.3271614313756979,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up,Free,Excellent,High,Small
Luxy Pro- Elite Dating Single,DATING,-0.49353235507792,-0.15945662016114934,-0.12181932421846882,-0.16788830233865984,Free,-0.06305416804317218,Mature 17+,Dating,"April 7, 2018",5.3.3.13289,4.0.3 and up,Free,Good,Medium,Medium
Dating Network,DATING,-0.3116246893000184,-0.15977492320476,-0.19553187550567927,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up,Free,Good,Medium,Medium
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,0.05219064225578477,-0.15844493264956516,-0.3313735771635385,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"June 15, 2017",3.0.0,4.0 and up,Free,Excellent,High,Small
"iPair-Meet, Chat, Dating",DATING,0.5979136395894887,-0.0549362239813606,0.41522926373120733,-0.06098633625448016,Free,-0.06305416804317218,Mature 17+,Dating,"August 2, 2018",5.0.8,4.1 and up,Free,Excellent,High,Large
"Meet, chat & date. Free dating app - Chocolate app",DATING,-0.49353235507792,-0.15491492321997297,-0.29557033796689347,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"April 3, 2018",0.1.11,4.0 and up,Free,Good,High,Small
Transenger – Ts Dating and Chat for Free,DATING,-1.039255352411624,-0.15987758310531192,-0.24818369785368674,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 29, 2018",1.4.0,4.4 and up,Free,Good,Low,Medium
O-Star,DATING,0.41600597381158794,-0.15984833363643958,0.00454504941674909,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up,Free,Excellent,Medium,Large
Free Cam Girls - Live Webcam,DATING,-1.2211630181895254,-0.1598620980923795,-0.22712296891448375,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 16, 2018",2.4,4.0.3 and up,Free,Good,Low,Medium
Cardi B Live Stream Video Chat - Prank,DATING,0.41600597381158794,-0.15986611272536197,-0.35980556123146257,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Dating,"July 16, 2018",2.5,4.0.3 and up,Free,Excellent,Low,Small
Live Girls Talk - Free Video Chat,DATING,1.1436366369231927,-0.1598104813826048,-0.3461160874209806,-0.16886013839397057,Free,-0.06305416804317218,Mature 17+,Dating,"July 8, 2018",8.2,4.0.3 and up,Free,Excellent,Medium,Small
Live Talk - Free Text and Video Chat,DATING,0.7798213053673895,-0.159776070242755,-0.34295697808010017,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up,Free,Excellent,Medium,Small
Chat Kids - Chat Room For Kids,DATING,0.9617289711452919,-0.15987873014330692,-0.3440100145270603,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 24, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
Girls Live Chat - Free Text & Video Chat,DATING,1.1436366369231927,-0.15981908416756724,-0.3440100145270603,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 9, 2018",8.2,4.0.3 and up,Free,Excellent,Medium,Small
MouseMingle,DATING,-2.6764243444127365,-0.1598804507002994,-0.35454037899666185,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 17, 2018",1.0.0,4.4 and up,Free,Average,Low,Small
American Girls Mobile Numbers,DATING,1.5074519684789958,-0.1598793036623044,-0.3492751967618611,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 17, 2018",3.0,4.0.3 and up,Free,Excellent,Low,Small
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,1.1436366369231927,-0.15983399566150217,-0.34822216031490094,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 6, 2018",8.2,4.0.3 and up,Free,Excellent,Low,Small
Awake Dating,DATING,1.5074519684789958,-0.1598810242192969,0.34151671244399684,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 24, 2018",2.2.9,4.4 and up,Free,Excellent,Low,Large
Live Chat - Free Video Chat Rooms,DATING,1.1436366369231927,-0.15987070087734195,-0.3440100145270603,-0.16895732199950164,Free,-0.06305416804317218,Mature 17+,Dating,"July 15, 2018",8.2,4.0.3 and up,Free,Excellent,Low,Small
FREE LIVE TALK,DATING,1.325544302701095,-0.15943712051523445,-0.3440100145270603,-0.16886013839397057,Free,-0.06305416804317218,Mature 17+,Dating,"July 14, 2018",8.2,4.0.3 and up,Free,Excellent,Medium,Small
Random Chat App with Strangers,DATING,-2.1307013470790324,-0.1598810242192969,-0.22712296891448375,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 17, 2018",2.5,4.0.3 and up,Free,Average,Low,Medium
Live Chat - Free Video Talk,DATING,0.9617289711452919,-0.15987414199132693,-0.17447114656647628,-0.16886013839397057,Free,-0.06305416804317218,Mature 17+,Dating,"August 3, 2018",1.3,4.1 and up,Free,Excellent,Medium,Medium
House party - live chat,DATING,-5.768854662637061,-0.15988159773829438,-0.2987294473077739,-0.16896790421432614,Free,-0.06305416804317218,Mature 17+,Dating,"July 31, 2018",3.52,4.0.3 and up,Free,Poor,Low,Small
Spine- The dating app,DATING,1.5074519684789958,-0.1598793036623044,-0.29767641086081376,-0.16895732199950164,Free,-0.06305416804317218,Teen,Dating,"July 14, 2018",4.0,4.0.3 and up,Free,Excellent,Low,Small
Online Chat Girls Meet,DATING,0.9617289711452919,-0.15987184791533696,-0.34295697808010017,-0.16895732199950164,Free,-0.06305416804317218,Mature 17+,Dating,"July 25, 2018",8.2,4.0.3 and up,Free,Excellent,Low,Small
Girls Live Talk - Free Text and Video Chat,DATING,1.5074519684789958,-0.15987873014330692,-0.34295697808010017,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"August 1, 2018",8.2,4.0.3 and up,Free,Excellent,Low,Small
Online Girls Chat Group,DATING,1.5074519684789958,-0.1598793036623044,-0.34295697808010017,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"August 2, 2018",8.2,4.0.3 and up,Free,Excellent,Low,Small
UK Girls Mobile Numbers,DATING,-2.1307013470790324,-0.15988159773829438,-0.3376917958452994,-0.16895732199950164,Free,-0.06305416804317218,Mature 17+,Dating,"July 19, 2018",1.0,4.0.3 and up,Free,Average,Low,Small
chat saudi arabia,DATING,-0.1297170235221176,-0.15987586254831943,-0.2797747912624912,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 14, 2018",1.1,4.0 and up,Free,Excellent,Low,Medium
Speeding Joyride & Car Meet App,DATING,1.5074519684789958,-0.1598804507002994,-0.13234968868807032,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 20, 2018",1.2.9,4.1 and up,Free,Excellent,Low,Medium
LOBSTR - go on a lunch date,DATING,-0.8573476866337223,-0.1598242458385447,-0.23765333338408526,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Dating,"July 24, 2018",2,4.1 and up,Free,Good,Medium,Medium
Titanic App - Feminist Dating Application,DATING,0.5979136395894887,-0.15981334897759228,-0.2903051557320927,-0.16895732199950164,Free,-0.06305416804317218,Mature 17+,Dating,"August 4, 2018",1.5-beta,5.0 and up,Free,Excellent,Low,Small
French Chat Room,DATING,0.05219064225578477,-0.15986840680135198,-0.3440100145270603,-0.1689465238211093,Free,-0.06305416804317218,Mature 17+,Dating,"July 11, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
Halalguur,DATING,0.23409830803368553,-0.15987873014330692,-0.3008355202016942,-0.16896596054221552,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",3.7,4.0.3 and up,Free,Excellent,Low,Small
95Live -SG#1 Live Streaming App,DATING,-0.1297170235221176,-0.15704095814369323,-0.23765333338408526,-0.14737176339321123,Free,-0.06305416804317218,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up,Free,Excellent,High,Medium
Just She - Top Lesbian Dating,DATING,-4.131685670635949,-0.15933503413368003,-0.19553187550567927,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 18, 2018",6.3.7,5.0 and up,Free,Poor,Medium,Medium
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,-0.1297170235221176,-0.15841396262370033,0.19409160986957597,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up,Free,Excellent,Medium,Large
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,-0.6754400208558216,-0.15691822507822895,-0.13234968868807032,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up,Free,Good,Medium,Medium
BBW Dating & Plus Size Chat,DATING,0.41600597381158794,-0.15263690576191608,-0.09022823080966434,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up,Free,Excellent,High,Medium
"2Date Dating App, Love and matching",DATING,0.41600597381158794,-0.13602091336644165,-0.3103128482243355,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",4.813,4.0.3 and up,Free,Excellent,High,Small
FlirtChat - ♥Free Dating/Flirting App♥,DATING,0.23409830803368553,-0.15848679953638242,-0.25871406232328825,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up,Free,Excellent,High,Medium
